"","hh_id","pobre","pobre_ex","area","labor_def","other_def","rdpc","n_moradores","n_criancas","n_adultos","casal","idade","genero","raca","escolaridade","atividade","aposentadoria","dom_tipo","agua_adeq","esgoto_ad","banheiro","paredes","casa_tipo","densidade","fone_pc","geladeira","maquina_lavar","tv","computador","internet","carro","moto"
"1459",2301268730608,"pobre","nao pobre ex","urbano",148.281729247247,243.437345540028,295.638741026482,4,2,2,"casado",23,"mulher","branco","fundam completo","ativo ocupado","nao","casa","adequada","adequado","sim","adequada","alugado",0.666666666666667,1,"sim","nao","sim","nao","sim","nao","nao"
"1460",2301268730708,"nao pobre","nao pobre ex","urbano",0,0,1186.25383397798,5,1,4,"solteiro",57,"mulher","preto ou pardo","medio completo","inativo","nao","casa","adequada","adequado","sim","adequada","proprio pago",0.5,1.25,"nao","sim","sim","sim","sim","nao","sim"
"1461",2301268730808,"nao pobre","nao pobre ex","urbano",986.567771925018,0,789.254217540015,5,1,4,"solteiro",25,"homem","preto ou pardo","fundam completo","ativo ocupado","nao","casa","adequada","adequado","sim","adequada","alugado",1,1,"sim","nao","sim","nao","nao","nao","nao"
"1462",2301268730908,"pobre","nao pobre ex","urbano",0,347.767636485754,347.767636485754,1,0,1,"solteiro",61,"mulher","preto ou pardo","fundam completo","inativo","nao","casa","adequada","adequado","sim","adequada","cedido",0.333333333333333,1,"sim","sim","sim","nao","sim","nao","nao"
"1463",2301268731008,"nao pobre","nao pobre ex","urbano",0,0,593.126916988989,3,0,3,"casado",54,"mulher","branco","fundam incompleto","inativo","nao","casa","adequada","adequado","sim","adequada","proprio pago",0.5,0.666666666666667,"sim","sim","sim","nao","sim","nao","nao"
"1464",2301268731208,"nao pobre","nao pobre ex","urbano",0,991.634574893664,991.634574893664,2,0,2,"solteiro",63,"mulher","branco","fundam completo","inativo","sim","casa","adequada","adequado","sim","adequada","proprio pago",0.333333333333333,0.5,"nao","sim","sim","nao","sim","nao","nao"
"1465",2301268731308,"nao pobre","nao pobre ex","urbano",1482.81729247247,0,1482.81729247247,1,0,1,"solteiro",54,"homem","preto ou pardo","fundam incompleto","ativo ocupado","nao","casa","adequada","adequado","sim","adequada","proprio pago",0.25,1,"sim","nao","sim","nao","sim","sim","sim"
"1466",2301268731408,"nao pobre","nao pobre ex","urbano",1977.08972329663,1092.9840003838,1535.03686184021,2,1,2,"solteiro",71,"mulher","preto ou pardo","fundam completo","ativo ocupado","sim","casa","adequada","adequado","sim","adequada","proprio pago",0.4,1,"nao","sim","sim","nao","sim","nao","nao"
"1467",2301272050108,"nao pobre","nao pobre ex","urbano",148.281729247247,2583.41672817989,2009.94824540765,2,0,2,"casado",68,"mulher","preto ou pardo","superior completo","ativo ocupado","sim","apartamento","adequada","inadequado","sim","adequada","proprio pago",0.25,1,"sim","sim","sim","sim","sim","sim","nao"
"1468",2301272050208,"nao pobre","nao pobre ex","urbano",1126.94114227908,0,738.113496697408,3,1,3,"casado",40,"mulher","preto ou pardo","medio completo","ativo ocupado","nao","casa","adequada","inadequado","sim","adequada","proprio pago",1,1,"nao","sim","sim","nao","sim","nao","sim"
"1469",2301272050308,"nao pobre","nao pobre ex","urbano",3954.17944659326,0,1779.38075096697,3,0,3,"casado",48,"mulher","preto ou pardo","superior completo","ativo ocupado","nao","casa","adequada","inadequado","sim","adequada","proprio pago",0.6,1,"sim","sim","sim","sim","sim","sim","nao"
"1470",2301272050408,"nao pobre","nao pobre ex","urbano",4053.03393275809,3080.22763744525,7133.26157020334,1,0,1,"solteiro",65,"mulher","preto ou pardo","superior completo","ativo ocupado","sim","casa","adequada","inadequado","sim","adequada","proprio pago",0.166666666666667,1,"nao","sim","sim","nao","sim","nao","nao"
"1471",2301272050508,"nao pobre","nao pobre ex","urbano",986.567771925018,0,493.283885962509,2,1,1,"solteiro",40,"mulher","preto ou pardo","medio completo","ativo ocupado","nao","casa","adequada","inadequado","sim","adequada","proprio pago",0.333333333333333,1,"sim","sim","sim","nao","sim","nao","nao"
"1472",2301272050608,"nao pobre","nao pobre ex","urbano",0,991.634574893664,659.400782272894,3,0,3,"solteiro",79,"mulher","branco","fundam incompleto","inativo","nao","casa","adequada","inadequado","sim","adequada","proprio pago",0.5,1,"nao","sim","sim","sim","sim","sim","nao"
"1473",2301272050708,"nao pobre","nao pobre ex","urbano",0,1092.9840003838,643.456050783243,4,0,4,"casado",52,"homem","branco","medio incompleto","inativo","sim","casa","adequada","inadequado","sim","adequada","proprio pago",0.444444444444444,1,"nao","nao","sim","sim","sim","sim","sim"
"1474",2301272050808,"nao pobre","nao pobre ex","urbano",1186.25383397798,0,699.560490714861,4,1,3,"casado",47,"mulher","preto ou pardo","fundam completo","ativo ocupado","nao","casa","adequada","inadequado","sim","adequada","cedido",1,0.666666666666667,"sim","nao","sim","nao","sim","sim","nao"
"1475",2301272050908,"nao pobre","nao pobre ex","urbano",0,0,642.554160071405,4,0,4,"casado",52,"homem","preto ou pardo","fundam incompleto","inativo","nao","casa","adequada","inadequado","sim","adequada","proprio pago",0.8,0.75,"sim","nao","sim","sim","sim","nao","nao"
"1476",2301272051008,"nao pobre","nao pobre ex","urbano",0,991.634574893664,991.634574893664,2,0,2,"solteiro",85,"mulher","preto ou pardo","fundam incompleto","inativo","nao","apartamento","adequada","inadequado","sim","adequada","proprio pago",0.25,1,"sim","sim","nao","nao","sim","nao","nao"
"1477",2301272051208,"nao pobre","nao pobre ex","urbano",0,546.492000191899,676.436430888124,3,1,2,"solteiro",20,"mulher","branco","medio completo","ativo desocupado","sim","casa","adequada","inadequado","sim","adequada","alugado",0.428571428571429,1.5,"nao","sim","nao","nao","sim","nao","nao"
"1478",2301272051308,"nao pobre","nao pobre ex","urbano",0,991.634574893664,555.434596558675,2,0,2,"solteiro",41,"mulher","preto ou pardo","fundam incompleto","inativo","nao","casa","adequada","inadequado","sim","adequada","alugado",0.333333333333333,1,"sim","nao","sim","nao","sim","nao","nao"
"1479",2301272051408,"nao pobre","nao pobre ex","urbano",296.563458494494,0,749.976035037188,3,0,3,"solteiro",55,"mulher","preto ou pardo","fundam completo","ativo ocupado","nao","apartamento","adequada","inadequado","sim","adequada","proprio pago",0.428571428571429,1,"sim","sim","sim","nao","sim","nao","sim"
"1480",2301301300107,"pobre","nao pobre ex","urbano",305.614930475896,0,305.614930475896,1,0,1,"solteiro",63,"mulher","branco","fundam incompleto","ativo ocupado","nao","casa","adequada","adequado","sim","adequada","proprio pago",0.2,1,"sim","nao","sim","nao","nao","nao","nao"
"1481",2301301300207,"nao pobre","nao pobre ex","urbano",3871.12245269468,0,3871.12245269468,2,0,2,"solteiro",31,"homem","branco","superior completo","ativo ocupado","nao","casa","adequada","adequado","sim","adequada","alugado",0.4,1,"sim","sim","nao","sim","sim","sim","sim"
"1482",2301301300407,"nao pobre","nao pobre ex","urbano",1018.71643491965,0,518.360487166855,8,2,6,"solteiro",53,"mulher","preto ou pardo","superior incompleto","ativo ocupado","nao","casa","adequada","adequado","sim","adequada","proprio pago",0.888888888888889,0.833333333333333,"sim","nao","sim","sim","sim","sim","nao"
"1483",2301301300607,"nao pobre","nao pobre ex","urbano",2037.43286983931,0,1018.71643491965,2,0,2,"casado",30,"homem","preto ou pardo","superior completo","ativo ocupado","nao","casa","adequada","adequado","sim","adequada","alugado",0.4,1,"sim","nao","sim","nao","sim","sim","nao"
"1484",2301301300707,"nao pobre","nao pobre ex","urbano",1222.45972190358,0,916.844791427688,3,0,3,"casado",49,"homem","branco","medio completo","ativo ocupado","nao","casa","adequada","adequado","sim","adequada","proprio pago",0.428571428571429,1,"sim","sim","sim","sim","sim","sim","nao"
"1485",2301301300807,"nao pobre","nao pobre ex","urbano",1171.5239001576,0,1171.5239001576,1,0,1,"solteiro",48,"mulher","branco","medio completo","ativo ocupado","nao","casa","adequada","adequado","sim","adequada","alugado",0.166666666666667,1,"sim","sim","sim","nao","sim","nao","nao"
"1486",2301301301107,"nao pobre","nao pobre ex","urbano",0,1025.12649678184,512.563248390922,2,0,2,"casado",67,"homem","branco","fundam completo","inativo","sim","casa","adequada","adequado","sim","adequada","proprio pago",0.333333333333333,1,"sim","sim","sim","nao","sim","nao","nao"
"1487",2301301301207,"nao pobre","nao pobre ex","urbano",1018.71643491965,0,1018.71643491965,1,0,1,"solteiro",52,"mulher","preto ou pardo","medio completo","ativo ocupado","nao","casa","adequada","adequado","sim","adequada","proprio pago",0.166666666666667,1,"sim","sim","sim","nao","sim","sim","nao"
"1488",2301301301307,"nao pobre","nao pobre ex","urbano",1222.45972190358,0,1100.21519991673,2,0,2,"solteiro",44,"homem","branco","medio completo","ativo ocupado","nao","casa","adequada","adequado","sim","adequada","proprio pago",0.4,0.5,"sim","sim","sim","nao","sim","sim","nao"
"1489",2301301301407,"nao pobre","nao pobre ex","urbano",0,1025.12649678184,1025.12649678184,1,0,1,"solteiro",60,"mulher","branco","medio completo","inativo","sim","casa","adequada","adequado","sim","adequada","proprio pago",0.166666666666667,1,"sim","nao","sim","nao","sim","nao","nao"
"1490",2301382530107,"nao pobre","nao pobre ex","urbano",996.077542122038,120.319432494622,558.19848730833,2,0,2,"solteiro",54,"mulher","preto ou pardo","sem instrucao","ativo ocupado","nao","casa","adequada","inadequado","sim","inadequada","proprio pago",0.666666666666667,0.5,"sim","nao","nao","sim","sim","nao","nao"
"1491",2301382530207,"pobre","nao pobre ex","urbano",0,170.452529367381,234.22182858953,5,2,3,"casado",29,"mulher","branco","fundam incompleto","inativo","nao","casa","adequada","inadequado","sim","adequada","proprio pago",1.66666666666667,0.333333333333333,"sim","nao","sim","sim","sim","nao","nao"
"1492",2301382530307,"nao pobre","nao pobre ex","urbano",1197.68842740125,0,1197.68842740125,2,0,2,"casado",42,"mulher","branco","medio completo","ativo ocupado","nao","casa","adequada","inadequado","sim","adequada","proprio pago",0.4,1,"sim","sim","sim","nao","nao","sim","nao"
"1493",2301382530507,"nao pobre","nao pobre ex","urbano",998.07368950104,0,998.07368950104,2,0,2,"casado",34,"mulher","preto ou pardo","medio incompleto","ativo ocupado","nao","casa","adequada","inadequado","sim","adequada","proprio pago",0.666666666666667,1,"sim","sim","sim","nao","sim","nao","sim"
"1494",2301382530607,"nao pobre","nao pobre ex","urbano",0,1000.65661358027,533.166942426965,3,1,2,"solteiro",76,"homem","preto ou pardo","fundam completo","inativo","sim","casa","adequada","inadequado","sim","adequada","proprio pago",1,0.5,"sim","nao","nao","nao","nao","nao","nao"
"1495",2301382530707,"nao pobre","nao pobre ex","urbano",996.077542122038,0,1096.88298476164,2,0,2,"casado",52,"mulher","preto ou pardo","fundam completo","ativo ocupado","nao","casa","adequada","inadequado","sim","adequada","proprio pago",0.5,1,"sim","sim","sim","sim","sim","sim","nao"
"1496",2301382530807,"nao pobre","nao pobre ex","urbano",998.07368950104,451.197871854831,1115.20385713595,3,1,2,"casado",41,"mulher","preto ou pardo","medio completo","ativo ocupado","nao","casa","adequada","adequado","sim","adequada","proprio pago",0.6,1,"nao","sim","sim","sim","sim","sim","nao"
"1497",2301382530907,"pobre","pobre ex","urbano",0,200.532387491036,99.9908988682696,5,3,3,"casado",35,"mulher","branco","medio completo","inativo","nao","casa","adequada","inadequado","sim","adequada","proprio pago",1.25,0.333333333333333,"nao","sim","sim","nao","nao","nao","nao"
"1498",2301382531107,"nao pobre","nao pobre ex","urbano",0,1000.65661358027,1000.65661358027,1,0,1,"solteiro",69,"homem","preto ou pardo","fundam incompleto","inativo","nao","casa","adequada","inadequado","sim","adequada","proprio pago",0.25,0,"sim","nao","nao","nao","nao","nao","nao"
"1499",2301382531207,"pobre","pobre ex","urbano",0,0,40.1064774982072,3,1,2,"casado",28,"homem","preto ou pardo","medio completo","inativo","nao","casa","adequada","inadequado","sim","adequada","proprio pago",0.75,1,"nao","sim","sim","nao","sim","sim","nao"
"1500",2301382531407,"nao pobre","nao pobre ex","urbano",0,1000.65661358027,1000.65661358027,1,0,1,"solteiro",79,"homem","branco","fundam incompleto","inativo","sim","casa","adequada","inadequado","sim","adequada","proprio pago",0.333333333333333,1,"sim","nao","sim","nao","nao","nao","nao"
"1501",2301390220108,"nao pobre","nao pobre ex","urbano",0,1031.37944763489,1134.62903853028,3,0,3,"casado",38,"mulher","preto ou pardo","superior completo","inativo","nao","casa","adequada","adequado","sim","adequada","proprio pago",0.5,1,"sim","sim","sim","sim","sim","nao","sim"
"1502",2301390220208,"nao pobre","nao pobre ex","urbano",1186.25383397798,0,1260.3946986016,4,0,4,"solteiro",47,"mulher","preto ou pardo","medio completo","ativo ocupado","nao","casa","adequada","adequado","sim","adequada","alugado",0.444444444444444,1,"nao","nao","sim","sim","sim","sim","sim"
"1503",2301390220308,"nao pobre","nao pobre ex","urbano",395.417944659326,0,789.517829503121,3,0,3,"solteiro",18,"mulher","preto ou pardo","fundam incompleto","ativo ocupado","nao","casa","adequada","adequado","sim","adequada","proprio pago",0.375,1,"sim","nao","nao","nao","sim","nao","nao"
"1504",2301390220408,"nao pobre","nao pobre ex","urbano",0,993.621818530725,993.621818530725,1,0,1,"solteiro",85,"homem","preto ou pardo","fundam incompleto","inativo","sim","casa","adequada","adequado","sim","adequada","proprio pago",0.1,1,"sim","nao","sim","nao","nao","nao","nao"
"1505",2301390220508,"nao pobre","nao pobre ex","urbano",0,0,494.272430824157,4,2,2,"casado",36,"mulher","preto ou pardo","fundam incompleto","ativo ocupado","nao","casa","adequada","adequado","sim","adequada","proprio pago",0.666666666666667,1.5,"nao","nao","sim","nao","sim","sim","sim"
"1506",2301390220608,"nao pobre","nao pobre ex","urbano",988.544861648315,0,988.544861648315,1,0,1,"solteiro",30,"mulher","preto ou pardo","medio completo","ativo ocupado","nao","casa","adequada","adequado","sim","adequada","proprio pago",0.333333333333333,1,"sim","sim","sim","nao","sim","nao","nao"
"1507",2301390220708,"nao pobre","nao pobre ex","urbano",0,90.419585486296,538.493678705657,2,0,2,"solteiro",55,"mulher","branco","medio incompleto","inativo","nao","casa","adequada","adequado","sim","adequada","cedido",0.285714285714286,1,"sim","nao","sim","nao","sim","nao","nao"
"1508",2301390220808,"pobre","nao pobre ex","urbano",0,197.730741887614,345.996143966398,4,2,2,"casado",37,"mulher","branco","medio completo","inativo","nao","casa","adequada","adequado","sim","adequada","proprio pago",0.444444444444444,1,"sim","nao","sim","nao","sim","sim","nao"
"1509",2301390220908,"nao pobre","nao pobre ex","urbano",0,991.634574893664,768.456445490269,9,1,9,"casado",72,"mulher","preto ou pardo","fundam incompleto","inativo","nao","casa","adequada","adequado","sim","adequada","proprio pago",1.125,0.444444444444444,"sim","sim","sim","nao","sim","nao","nao"
"1510",2301390221008,"pobre","pobre ex","urbano",0,169.909330968754,84.954665484377,2,0,2,"solteiro",54,"mulher","preto ou pardo","fundam incompleto","ativo desocupado","nao","casa","adequada","adequado","sim","adequada","proprio pago",0.4,0.5,"sim","sim","sim","nao","nao","nao","nao"
"1511",2301390221208,"nao pobre","nao pobre ex","urbano",0,991.634574893664,495.817287446832,2,0,2,"casado",72,"homem","preto ou pardo","fundam incompleto","inativo","nao","casa","adequada","adequado","sim","adequada","alugado",0.285714285714286,0.5,"sim","sim","sim","nao","nao","nao","nao"
"1512",2301390221308,"pobre","pobre ex","urbano",0,347.767636485754,86.9419091214384,4,1,3,"solteiro",51,"mulher","preto ou pardo","fundam incompleto","inativo","nao","casa","adequada","adequado","sim","adequada","proprio pago",1,0.666666666666667,"sim","nao","sim","nao","sim","nao","nao"
"1513",2301390221408,"nao pobre","nao pobre ex","urbano",1977.08972329663,0,1977.08972329663,1,0,1,"solteiro",48,"homem","preto ou pardo","fundam completo","ativo ocupado","nao","casa","adequada","adequado","sim","adequada","alugado",0.333333333333333,1,"sim","nao","sim","nao","sim","nao","nao"
"1514",2300051120107,"pobre","nao pobre ex","urbano",0,0,407.486573967861,4,0,4,"casado",57,"homem","preto ou pardo","fundam completo","inativo","nao","casa","adequada","adequado","sim","adequada","proprio pago",0.571428571428571,0.75,"nao","sim","sim","sim","sim","nao","nao"
"1515",2300051120207,"pobre","nao pobre ex","urbano",101.871643491965,167.095618975441,293.399041139733,3,0,3,"casado",28,"mulher","preto ou pardo","medio completo","ativo ocupado","nao","casa","adequada","adequado","sim","adequada","proprio pago",0.25,0.333333333333333,"nao","sim","sim","nao","sim","nao","nao"
"1516",2300051120307,"nao pobre","nao pobre ex","urbano",1528.07465237948,0,1018.71643491965,5,1,4,"casado",51,"mulher","preto ou pardo","medio completo","ativo ocupado","nao","casa","adequada","adequado","sim","adequada","proprio pago",0.555555555555556,1,"sim","sim","sim","sim","sim","sim","nao"
"1517",2300051120407,"pobre","nao pobre ex","urbano",0,0,325.990225976627,3,0,3,"casado",64,"mulher","preto ou pardo","fundam incompleto","inativo","nao","casa","adequada","adequado","sim","adequada","proprio pago",0.375,1,"sim","nao","sim","nao","sim","nao","nao"
"1518",2300051120507,"nao pobre","nao pobre ex","urbano",0,7175.88547747292,1516.67441028816,5,0,5,"solteiro",52,"mulher","preto ou pardo","medio completo","inativo","sim","casa","adequada","adequado","sim","adequada","proprio pago",0.454545454545455,0.8,"nao","sim","sim","sim","sim","sim","nao"
"1519",2300051120607,"nao pobre","nao pobre ex","urbano",1528.07465237948,1286.53375346122,1916.66242038017,2,0,2,"casado",63,"mulher","preto ou pardo","medio completo","ativo ocupado","sim","casa","adequada","adequado","sim","adequada","proprio pago",0.222222222222222,1,"nao","sim","sim","sim","sim","sim","nao"
"1520",2300051120707,"nao pobre","nao pobre ex","urbano",1426.20300888751,0,825.417077310283,4,2,3,"casado",45,"homem","preto ou pardo","fundam incompleto","ativo ocupado","nao","casa","adequada","adequado","sim","adequada","alugado",0.8,0.666666666666667,"nao","nao","sim","sim","sim","nao","nao"
"1521",2300051120807,"nao pobre","nao pobre ex","urbano",1426.20300888751,0,957.978052536205,5,2,3,"solteiro",44,"mulher","preto ou pardo","superior incompleto","ativo ocupado","nao","casa","adequada","adequado","sim","adequada","proprio pago",0.833333333333333,1.33333333333333,"nao","sim","sim","nao","sim","sim","sim"
"1522",2300051120907,"nao pobre","nao pobre ex","urbano",1629.94629587145,0,1629.94629587145,1,0,1,"solteiro",30,"mulher","preto ou pardo","medio completo","ativo ocupado","nao","casa","adequada","adequado","sim","adequada","alugado",0.333333333333333,1,"sim","sim","sim","nao","sim","nao","sim"
"1523",2300051121007,"nao pobre","nao pobre ex","urbano",0,0,983.062084799219,4,0,4,"solteiro",57,"mulher","branco","medio completo","inativo","nao","casa","adequada","adequado","sim","adequada","proprio pago",0.5,0.75,"sim","sim","sim","sim","sim","nao","nao"
"1524",2300051121107,"nao pobre","nao pobre ex","urbano",0,1023.07624378828,1060.33705409016,5,0,5,"solteiro",81,"mulher","preto ou pardo","fundam incompleto","inativo","sim","casa","adequada","adequado","sim","adequada","proprio pago",0.833333333333333,0.6,"nao","nao","sim","sim","sim","sim","nao"
"1525",2300051121207,"nao pobre","nao pobre ex","urbano",0,977.97067792988,906.148993962785,4,0,4,"casado",79,"homem","preto ou pardo","fundam incompleto","inativo","sim","casa","adequada","inadequado","sim","adequada","proprio pago",0.666666666666667,1,"nao","sim","sim","nao","sim","nao","sim"
"1526",2300051121307,"nao pobre","nao pobre ex","urbano",916.844791427688,180.422263433605,1199.06572871804,3,0,3,"casado",51,"mulher","branco","fundam completo","ativo ocupado","nao","casa","adequada","adequado","sim","adequada","proprio pago",0.6,1,"sim","nao","sim","nao","sim","nao","nao"
"1527",2300051121407,"nao pobre","nao pobre ex","urbano",0,1537.68974517277,595.174624878733,6,0,6,"casado",62,"mulher","preto ou pardo","fundam incompleto","inativo","sim","casa","adequada","adequado","sim","adequada","proprio pago",1,0.833333333333333,"sim","sim","sim","nao","sim","nao","nao"
"1528",2300186690207,"nao pobre","nao pobre ex","urbano",598.844213700624,0,898.266320550936,2,0,2,"casado",21,"mulher","branco","fundam completo","ativo ocupado","nao","casa","adequada","adequado","sim","adequada","alugado",0.5,0.5,"sim","nao","sim","nao","sim","nao","nao"
"1529",2300186690307,"nao pobre","nao pobre ex","urbano",1297.49579635135,0,1429.90690582516,3,0,3,"casado",53,"homem","preto ou pardo","medio completo","ativo ocupado","nao","casa","adequada","adequado","sim","adequada","proprio pago",0.75,1,"nao","sim","sim","sim","sim","sim","nao"
"1530",2300186690407,"pobre","nao pobre ex","urbano",0,0,349.325791325364,3,1,2,"casado",26,"mulher","preto ou pardo","medio completo","inativo","nao","casa","adequada","inadequado","sim","adequada","alugado",1,1,"sim","nao","sim","nao","sim","nao","nao"
"1531",2300186690507,"nao pobre","nao pobre ex","urbano",0,0,673.699740413202,4,0,4,"casado",49,"mulher","preto ou pardo","fundam incompleto","inativo","nao","casa","adequada","adequado","sim","adequada","proprio pago",0.5,1,"sim","sim","sim","nao","sim","nao","sim"
"1532",2300186690707,"nao pobre","nao pobre ex","urbano",299.422106850312,130.346051869173,808.638512573855,3,1,2,"casado",32,"mulher","preto ou pardo","medio completo","ativo ocupado","nao","casa","adequada","adequado","sim","adequada","alugado",0.6,1,"sim","sim","nao","nao","sim","sim","nao"
"1533",2300186690907,"pobre","nao pobre ex","urbano",698.651582650728,0,432.498598783784,3,1,2,"solteiro",47,"mulher","preto ou pardo","medio completo","ativo ocupado","nao","casa","adequada","adequado","sim","adequada","cedido",0.75,1.5,"sim","sim","sim","nao","sim","nao","nao"
"1534",2300186691107,"nao pobre","nao pobre ex","urbano",996.077542122038,0,996.077542122038,1,0,1,"solteiro",48,"mulher","preto ou pardo","sem instrucao","ativo ocupado","nao","casa","adequada","inadequado","sim","adequada","proprio pago",0.25,1,"nao","nao","sim","nao","sim","nao","nao"
"1535",2300186691207,"nao pobre","nao pobre ex","urbano",0,1000.65661358027,598.562339564869,5,0,5,"solteiro",74,"mulher","preto ou pardo","fundam incompleto","inativo","sim","casa","adequada","adequado","sim","adequada","proprio pago",0.714285714285714,1,"nao","sim","sim","sim","sim","nao","nao"
"1536",2300186691307,"nao pobre","nao pobre ex","urbano",3992.29475800416,0,1197.68842740125,5,3,2,"casado",44,"homem","branco","superior completo","ativo ocupado","nao","casa","adequada","adequado","sim","adequada","proprio pago",0.833333333333333,2,"nao","sim","sim","nao","sim","sim","nao"
"1537",2300186691407,"pobre","nao pobre ex","urbano",0,0,333.552204526756,6,4,4,"solteiro",41,"mulher","preto ou pardo","medio completo","inativo","nao","casa","adequada","adequado","sim","adequada","cedido",1.2,0.25,"nao","sim","sim","sim","sim","nao","nao"
"1538",2300253930107,"nao pobre","nao pobre ex","urbano",21957.6211690229,0,5995.32450893745,6,3,3,"casado",37,"homem","branco","superior completo","ativo ocupado","nao","casa","adequada","adequado","sim","adequada","alugado",0.6,1,"nao","sim","sim","sim","sim","sim","nao"
"1539",2300253930407,"pobre","pobre ex","urbano",0,0,144.42582516686,2,0,2,"casado",59,"homem","preto ou pardo","fundam completo","inativo","nao","casa","adequada","inadequado","sim","adequada","proprio pago",0.5,0.5,"sim","nao","sim","nao","nao","nao","nao"
"1540",2300253930507,"nao pobre","nao pobre ex","urbano",996.077542122038,1171.10914294765,2167.18668506969,1,0,1,"solteiro",44,"homem","preto ou pardo","fundam completo","ativo ocupado","sim","casa","adequada","inadequado","sim","adequada","alugado",0.5,1,"nao","nao","sim","nao","sim","nao","nao"
"1541",2300253930707,"nao pobre","nao pobre ex","urbano",2794.60633060291,0,1114.51561994283,3,0,3,"casado",52,"homem","branco","medio completo","ativo ocupado","nao","casa","adequada","inadequado","sim","adequada","proprio pago",0.5,1,"nao","sim","sim","sim","sim","sim","nao"
"1542",2300253930807,"nao pobre","nao pobre ex","urbano",2295.56948585239,0,1091.84991965627,5,2,3,"solteiro",46,"mulher","preto ou pardo","superior completo","ativo ocupado","nao","apartamento","adequada","inadequado","sim","adequada","alugado",1,1,"nao","sim","sim","sim","sim","nao","nao"
"1543",2300253930907,"nao pobre","nao pobre ex","urbano",1996.14737900208,0,3003.3975644114,2,0,2,"casado",61,"homem","branco","superior completo","ativo ocupado","nao","casa","adequada","adequado","sim","adequada","proprio nao pago",0.285714285714286,1,"nao","sim","sim","sim","sim","sim","nao"
"1544",2300253931107,"nao pobre","nao pobre ex","urbano",0,2005.32387491036,2005.32387491036,1,0,1,"solteiro",67,"mulher","preto ou pardo","superior completo","inativo","sim","casa","adequada","inadequado","sim","adequada","proprio nao pago",0.125,1,"nao","sim","sim","sim","sim","nao","nao"
"1545",2300253931307,"nao pobre","nao pobre ex","urbano",3593.06528220375,0,1197.68842740125,3,0,3,"casado",54,"homem","preto ou pardo","medio completo","ativo ocupado","nao","casa","adequada","inadequado","sim","adequada","proprio pago",0.5,0.666666666666667,"sim","sim","sim","nao","sim","sim","nao"
"1546",2300396610107,"nao pobre","nao pobre ex","urbano",0,1023.07624378828,919.024695862002,2,0,2,"solteiro",75,"mulher","preto ou pardo","fundam incompleto","inativo","sim","casa","adequada","adequado","sim","adequada","cedido",0.5,0.5,"sim","sim","sim","nao","sim","nao","nao"
"1547",2300396610307,"nao pobre","nao pobre ex","urbano",916.844791427688,0,916.844791427688,1,0,1,"solteiro",29,"homem","preto ou pardo","superior incompleto","ativo ocupado","nao","casa","adequada","adequado","sim","adequada","outro",0.25,1,"sim","nao","sim","nao","sim","nao","sim"
"1548",2300396610407,"nao pobre","nao pobre ex","urbano",1528.07465237948,0,1189.27663273919,3,0,3,"casado",45,"mulher","preto ou pardo","medio completo","ativo ocupado","nao","casa","adequada","adequado","sim","adequada","proprio pago",0.6,0.666666666666667,"sim","nao","sim","nao","sim","nao","sim"
"1549",2300396610607,"nao pobre","nao pobre ex","urbano",0,1023.07624378828,680.597559569312,3,0,3,"solteiro",69,"homem","preto ou pardo","fundam incompleto","inativo","sim","casa","adequada","adequado","sim","adequada","proprio pago",0.75,0.666666666666667,"sim","nao","sim","nao","sim","nao","nao"
"1550",2300396610707,"pobre","nao pobre ex","urbano",0,123.015179613821,336.368725379351,4,1,3,"casado",48,"mulher","preto ou pardo","fundam incompleto","inativo","nao","casa","adequada","adequado","sim","adequada","proprio pago",0.666666666666667,1,"sim","sim","sim","sim","sim","sim","nao"
"1551",2300396610807,"nao pobre","nao pobre ex","urbano",0,123.015179613821,539.093295928362,4,1,3,"solteiro",57,"mulher","preto ou pardo","sem instrucao","inativo","nao","casa","adequada","adequado","sim","adequada","proprio pago",1,1,"nao","nao","sim","nao","sim","nao","nao"
"1552",2300396610907,"nao pobre","nao pobre ex","urbano",1609.57196717305,0,444.423178161319,4,2,2,"casado",31,"homem","preto ou pardo","fundam incompleto","ativo ocupado","nao","casa","adequada","adequado","sim","adequada","alugado",1.33333333333333,0.5,"sim","sim","sim","nao","sim","nao","nao"
"1553",2300396611007,"nao pobre","nao pobre ex","urbano",1016.67900204981,0,632.068664849943,5,1,5,"solteiro",34,"homem","preto ou pardo","superior incompleto","ativo ocupado","nao","casa","adequada","adequado","sim","adequada","alugado",0.833333333333333,0.8,"nao","sim","sim","sim","sim","nao","sim"
"1554",2300396611107,"nao pobre","nao pobre ex","urbano",1016.67900204981,287.035419098917,631.543535763079,4,1,3,"solteiro",42,"mulher","branco","sem instrucao","ativo ocupado","nao","casa","adequada","adequado","sim","adequada","alugado",0.8,1,"nao","sim","sim","sim","sim","sim","nao"
"1555",2300396611207,"nao pobre","nao pobre ex","urbano",6112.29860951792,0,1425.79552231355,5,2,3,"casado",45,"homem","branco","medio completo","ativo ocupado","nao","casa","adequada","adequado","sim","adequada","proprio pago",1,1,"sim","sim","sim","sim","sim","sim","nao"
"1556",2300396611307,"nao pobre","nao pobre ex","urbano",0,1023.07624378828,1530.98119162523,3,0,3,"casado",86,"homem","preto ou pardo","fundam incompleto","inativo","sim","casa","adequada","adequado","sim","adequada","proprio pago",0.230769230769231,0.666666666666667,"sim","sim","sim","sim","sim","sim","nao"
